AoA,c_l_cvae,c_d_cvae,c_l_over_c_d_cvae,c_l_bird_0.0,c_d_bird_0.0,c_l_over_c_d_bird_0.0,c_l_bird_0.2,c_d_bird_0.2,c_l_over_c_d_bird_0.2,c_l_bird_0.4,c_d_bird_0.4,c_l_over_c_d_bird_0.4,c_l_bird_0.6,c_d_bird_0.6,c_l_over_c_d_bird_0.6,c_l_bird_0.8,c_d_bird_0.8,c_l_over_c_d_bird_0.8,c_l_bird_1.0,c_d_bird_1.0,c_l_over_c_d_bird_1.0
69.0,0.2522787992559049,2.3273358613484727,0.10839810593978173,0.04816801346446795,1.9926428181387128,0.024172929049803674,0.29069631727384554,2.2510184796723776,0.12913990706826833,0.5332246210832232,2.5093941412060414,0.21249137882618543,0.7757529248926007,2.767769802739707,0.28028086877915687,1.0182812287019785,3.026145464273371,0.3364944748108747,1.260809532511356,3.284521125807036,0.38386403503541594
70.0,0.2408465510751897,2.348641996930351,0.10254715337202241,0.046235962048899515,2.006417503267929,0.023044038428489202,0.28078056333692214,2.2749464508473953,0.1234229329803935,0.5153251646249447,2.5434753984268617,0.20260670299530834,0.7498697659129673,2.8120043460063275,0.266667356676724,0.9844143672009898,3.0805332935857934,0.31955972339293065,1.2189589684890125,3.3490622411652597,0.36397023426620245
71.0,0.22937938239987754,2.3690344886265664,0.09682399454338837,0.044252565230175366,2.0195559325051677,0.021912027549186055,0.2703274885939065,2.2979177538681173,0.11764019323096331,0.4964024119576377,2.576279575231066,0.1926818877617797,0.7224773353213686,2.854641396594015,0.2530886493075399,0.9485522586850998,3.133003217956965,0.3027613419764222,1.1746271820488308,3.411365039319913,0.34432761328966527
72.0,0.21724211656626743,2.38801717332408,0.09097175639816277,0.04221999963351131,2.03205283040191,0.020777018688613924,0.2593548641544184,2.319902621766623,0.11179558215978813,0.47648972867532546,2.6077524131313363,0.18272046313751322,0.6936245931962325,2.8956022044960497,0.2395441584203901,0.9107594577171396,3.183451995860763,0.2860917830397133,1.1278943222380466,3.4713017872254754,0.3249196962329064
73.0,0.2058471305371576,2.404716219236763,0.08560142310783422,0.04014050034298007,2.043903172580171,0.019639139897369862,0.2478817742657163,2.3408723599723698,0.10589290492910179,0.45562304818845256,2.6378415473645687,0.1727257077452811,0.6633643221111887,2.9348107347567667,0.22603308426502927,0.871105596033925,3.2317799221489656,0.2695436004363456,1.0788468699566611,3.5287491095411645,0.30573068145866034
74.0,0.19420242764831955,2.4228401311707715,0.08015486665827866,0.03801635825190299,2.0551021887465546,0.018498524530836048,0.23592856932038328,2.360799413863936,0.09993588101338835,0.43384078038886353,2.666496638981317,0.16270066650247267,0.6317529914573436,2.9721938640986982,0.21255443633348572,0.8296652025258241,3.2778910892160793,0.2531094474905943,1.0275774135943043,3.5835883143334604,0.2867453857588079
75.0,0.18262665655602625,2.4368619257611437,0.07494337476629234,0.03584991734566499,2.0656453655593032,0.017355310811523597,0.22351681547632737,2.3796574337661602,0.09392814793622581,0.4111837136069898,2.693669501973018,0.15264816760401087,0.5988506117376521,3.007681570179875,0.199107052313998,0.7865175098683145,3.3216936383867326,0.236782074294578,0.9741844079989769,3.6357057065935905,0.2679491924311227
76.0,0.17032655292036858,2.452167226979365,0.06945959926647445,0.03364357192024024,2.0755284493457347,0.016209641419680683,0.21066924102308027,2.397421337219432,0.08787326522563525,0.38769491012592033,2.71931422509313,0.1425708388344281,0.5647205792287603,3.0412071129668274,0.18568961542308482,0.7417462483316003,3.3631000008405256,0.22055432432761998,0.9187719174344403,3.6849928887142234,0.24932800284318063
77.0,0.15767940641711,2.466125708657041,0.06393810577603372,0.03139976373979514,2.084747448667615,0.015061663109295598,0.19740967963721395,2.4140673683551324,0.08177471856210979,0.36341959553463277,2.74338728804265,0.13247112324192664,0.5294295114320515,3.072707207730167,0.17230067026892068,0.6954394273294704,3.4020271274176848,0.20441913050156804,0.8614493432268892,3.7313470471052015,0.2308681911255631
78.0,0.14601529108941705,2.4792344204748824,0.05889531457112018,0.029120979136808688,2.0932986367321353,0.013911526346890319,0.1837630106781426,2.4295731542188888,0.07563592409598495,0.3384050422194765,2.765847671705643,0.1223512942094851,0.4930470737608103,3.1021221891923956,0.15893863738783606,0.6476891053021443,3.4383967066791494,0.18836951072108585,0.8023311368434781,3.7746712241659037,0.2125565616700222
79.0,0.13376945658206243,2.4907530463062613,0.05370643098497459,0.026809746058220337,2.1011785536462892,0.012759384970732701,0.16975509668361594,2.4439177578913864,0.06946023291310781,0.3127004473090115,2.786656962136483,0.11221346995981496,0.45564579793440707,3.12939616638158,0.14560182658536827,0.5985911485598027,3.4721353706266767,0.17239856303522075,0.7415364991851983,3.8148745748717734,0.19438030913771864
80.0,0.12160572303782087,2.5007629882702487,0.048627448346048284,0.02446863106118156,2.1083840085126284,0.011605395868299673,0.15541271823181768,2.45708172826501,0.0632509356298691,0.28635680540245384,2.8057794480173914,0.10205962753230591,0.41730089257308983,3.1544771677697727,0.13228844920380994,0.5482449797437261,3.503174887522155,0.156499460445581,0.6791890669143621,3.851872607274536,0.17632698070846506
81.0,0.10955169529543204,2.511207712473846,0.04362510307341732,0.022100236262047847,2.1149120813644564,0.010449718670002425,0.14076350634413318,2.4690471463434607,0.05701126710058863,0.25942677642621853,2.8231822113224654,0.09189161627109256,0.37809004650830386,3.17731727630147,0.11899662942959743,0.4967533165903892,3.5314523412804744,0.1406654454269856,0.6154165866724746,3.885587406259479,0.15838444032453639
82.0,0.09751845142389638,2.5187556521810497,0.03871691616431823,0.019707196242305457,2.120760124938725,0.009292515457340965,0.12583587260933315,2.479797667940758,0.050744411221996265,0.23196454897636087,2.8388352109427912,0.08171117086409686,0.33809322534338854,3.1978727539448246,0.10572441474612279,0.44422190171041626,3.556910296946858,0.12488982420830871,0.5503505780774439,3.9159478399488914,0.14054083470239143
83.0,0.08467441861603042,2.5265414490344638,0.0335139637817497,0.017292174915179294,2.1259257662849964,0.008133950483791797,0.1106589372161113,2.489318562665616,0.04445350582113337,0.20402569951704327,2.8527113590462356,0.07151992397340066,0.29739246181797524,3.216104155426855,0.09246978563059133,0.3907592241189073,3.579496951807475,0.10916596085424589,0.4841259864198392,3.942889748188094,0.12278456090290461
84.0,0.07229037411339267,2.532217075724888,0.028548253151913682,0.014857862356716213,2.1304069082090193,0.006974189906850637,0.0952624550865938,2.4975967490871014,0.03814164761441704,0.17566704781647138,2.8647865899651825,0.0613194184976293,0.2560716405463489,3.231976430843265,0.07923066458734554,0.33647623327622656,3.599166271721346,0.09348727118275162,0.4168808260061041,3.9663561125994287,0.10510423526567642
85.0,0.06026888227998867,2.538861585730935,0.023738545897387837,0.012406971605181148,2.134201730549586,0.005813401529754257,0.07967674030860092,2.504620825987635,0.03181189722687161,0.14694650901202072,2.875039921425683,0.05111111950722148,0.21421627771544044,3.2454590168637307,0.06600492460460944,0.28148604641886027,3.6158781123017794,0.07784721654781476,0.34875581512228,3.986297207739827,0.08748866352592398
86.0,0.04837585536380987,2.54200371183963,0.019030599813247562,0.009942235432642206,2.1373086912875205,0.0046517545514929695,0.06393258906906095,2.5103810996198694,0.025467284261637343,0.1179229427054797,2.8834535079522183,0.04089642589355521,0.17191329634189842,3.256525916284567,0.05279039711682615,0.2259036499783172,3.6295983246169157,0.06223929751294452,0.27989400361473593,4.002670732949265,0.06992681194351033
87.0,0.03566193869077269,2.545030312104418,0.014012382689966778,0.007466403092654587,2.139726527485766,0.003489419323799197,0.04806120129505157,2.514869606894615,0.019110812410826343,0.08865599949744855,2.8900126863034643,0.030676681772925363,0.12925079769984552,3.2651557657123127,0.039584879550654054,0.16984559590224252,3.6402988451211615,0.046657047437156075,0.2104403941046395,4.01544192453001,0.052407779283041335
88.0,0.024501480571137223,2.547764968222506,0.009616852761827211,0.004982237047982041,2.1414542560597303,0.0023265671138590384,0.03209410121245224,2.5180801344378616,0.012745464599607334,0.05920596537692245,2.8947060128159925,0.02045318768634692,0.08631782954139265,3.271331891194124,0.02638614252920829,0.11342969370586285,3.6479577695722547,0.031094025992291895,0.14054155787033304,4.024583647950386,0.034920769491747834
89.0,0.012284567604002183,2.5492357966644827,0.004818921662749197,0.002492509682319663,2.1424911743771715,0.0011633698715441583,0.01606305703513807,2.5200082334659815,0.006374208156076215,0.02963360438795648,2.8975252925547923,0.010227211636115894,0.04320415174077488,3.2750423516436014,0.013191936806280564,0.0567746990935933,3.652559410732412,0.015543812628145266,0.0703452464464117,4.030076469821222,0.017455064928217672
90.0,0.0003786206399937656,2.5499140670626335,0.00014848368613061403,8.746235212034526e-18,2.142836860687081,4.0816150648211854e-18,5.637362912443175e-17,2.5206512304393605,2.2364708153061534e-17,1.0400102303682897e-16,2.8984656001916393,3.5881406710485945e-17,1.5162841694922617e-16,3.2762799699439182,4.6280665370554906e-17,1.992558108616234e-16,3.6540943396961976,5.4529465399130775e-17,2.4688320477402063e-16,4.0319087094484765,6.123233995736766e-17
