AoA,c_l_cvae,c_d_cvae,c_l_over_c_d_cvae,c_l_bird_0.0,c_d_bird_0.0,c_l_over_c_d_bird_0.0,c_l_bird_0.2,c_d_bird_0.2,c_l_over_c_d_bird_0.2,c_l_bird_0.4,c_d_bird_0.4,c_l_over_c_d_bird_0.4,c_l_bird_0.6,c_d_bird_0.6,c_l_over_c_d_bird_0.6,c_l_bird_0.8,c_d_bird_0.8,c_l_over_c_d_bird_0.8,c_l_bird_1.0,c_d_bird_1.0,c_l_over_c_d_bird_1.0
35.0,0.47216830335019333,1.0973104316140228,0.43029601263854367,0.07268431956596698,1.1980469811754053,0.06066900606406629,0.27896929044611407,1.1130586982639203,0.2506330446734148,0.48525426132626115,1.0280704153524354,0.47200488806976315,0.6915392322064081,0.9430821324409508,0.7332757226738228,0.8978242030865554,0.8580938495294657,1.0463007089246426,1.1041091739667024,0.773105566617981,1.4281480067421142
36.0,0.4757211238060553,1.141788496478561,0.4166455742663788,0.07324356115550223,1.2287850666681954,0.059606487043417124,0.28736458431684875,1.1492389952177022,0.2500477146291166,0.5014856074781952,1.0696929237672088,0.46881268103754475,0.7156066306395418,0.9901468523167158,0.7227277741328844,0.9297276538008881,0.9106007808662226,1.021004674426559,1.143848676962235,0.8310547094157295,1.3763819204711738
37.0,0.47599708901785637,1.1881076859186526,0.40063463494036095,0.07372536065583618,1.2591860904219996,0.05855001196139969,0.2954776661322513,1.185562429072483,0.24922995102283757,0.5172299716086665,1.1119387677229668,0.46516048061518017,0.7389822770850815,1.0383151063734504,0.7117129208166331,0.9607345825614967,0.964691445023934,0.9958983128928451,1.1824868880379118,0.8910677836744176,1.3270448216204103
38.0,0.47678843538589094,1.233531000315576,0.38652326959266814,0.07412897972695497,1.2892388570197302,0.05749825125370117,0.30328154435388976,1.2220078719096155,0.24818297109654108,0.5324341089808245,1.1547768867995007,0.4610709783571109,0.7615866736077592,1.0875459016893863,0.7002800271921542,0.9907392382346941,1.0203149165792715,0.9710131863564894,1.2198918028616288,0.9530839314691567,1.2799416321930788
39.0,0.47768389546566137,1.278022772756221,0.37376790590004466,0.07445377173289473,1.3189322576601634,0.056450034715944085,0.31074985456225646,1.2585528962219616,0.2469104441260225,0.5470459373916182,1.1981735347837597,0.4565665335700695,0.7833420202209798,1.1377941733455579,0.6884742764305509,1.0196381030503416,1.0774148119073557,0.9463746848303195,1.255934185879703,1.0170354504691537,1.2348971565350515
40.0,0.47644576945646566,1.3228315046036867,0.3601711690403127,0.07469918257695696,1.348255275922662,0.0554043317396533,0.3178569325973818,1.295173810408079,0.24541642985911868,0.5610146826178064,1.242092344893496,0.45166906061715645,0.8041724326382312,1.1890108793789131,0.6763373208647977,1.047330182658656,1.1359294138643303,0.9220028726043218,1.2904879326790808,1.082847948349747,1.1917535925942102
41.0,0.4751317023485583,1.3678046554483039,0.3473680985482768,0.07486475142511026,1.3771969935247765,0.05436023443058976,0.32457788593031,1.3318456980124618,0.24370532293244154,0.5742910204355097,1.286494402500148,0.4463999371621391,0.8240041549407094,1.2411431069878338,0.6639074497545323,1.0737172894459093,1.1957918114755195,0.8979132313349937,1.3234304239511092,1.1504405159632054,1.1503684072210096
42.0,0.47229407630444153,1.412151083743687,0.3344501036336459,0.07495011131676914,1.40574659606791,0.053316943129306626,0.33088866307024817,1.3685424606149312,0.24178180260594107,0.5868272148237272,1.3313383251619522,0.4407799307905764,0.8427657665772063,1.294134189708973,0.6512197678408672,1.0987043183306853,1.2569300542559942,0.8741173103550568,1.3546428700841642,1.219725918803015,1.1106125148291928
43.0,0.4709043852900885,1.4551921876261995,0.32360288166352597,0.07495498966222168,1.4338933787663115,0.05227375394306598,0.3367661208173857,1.4052368642622686,0.2396507872672296,0.5985772519725499,1.3765803497582256,0.4348291417044275,0.8603883831277135,1.3479238352541825,0.6383063795036069,1.1221995142828778,1.3192673207501393,0.8506232941817977,1.3840106454380416,1.2906108062460964,1.0723687100246824
44.0,0.46692376628526194,1.4978948163723296,0.31171999607828227,0.07487920862609601,1.4616267521546527,0.05123004796930068,0.3421880891771249,1.441900589325427,0.2373173932449898,0.6094969697281538,1.422174426496202,0.42856695941985534,0.8768058502791827,1.4024482636669764,0.6251965744437528,1.1441147308302118,1.3827221008377513,0.8274364965577868,1.4114236113812404,1.3629959380085255,1.0355303137905698
45.0,0.4622720604502409,1.54074103476222,0.30003228967130263,0.07472268539638599,1.488936247769481,0.05018528194764901,0.3471334337577136,1.4785042836561897,0.2347868975389697,0.6195441821190412,1.468072319542898,0.4220120316088677,0.8919549304803687,1.4576403554296067,0.6119170117360568,1.1643656788416963,1.4472083913163152,0.8045597896116689,1.436776427203024,1.4367764272030237,1.0000000000000002
46.0,0.45698707214800194,1.583408439448537,0.2886097236586408,0.07448543233869467,1.515811523799817,0.049138980123317404,0.3515821154800198,1.515017618908019,0.23206470412761934,0.6286787986213449,1.514223714016221,0.41518224341757354,0.9057754817626699,1.5134298091244227,0.5984918998567207,1.182872164903995,1.5126359042326243,0.7819939759423324,1.45996884804532,1.5118419993408263,0.9656887748070742
47.0,0.45232999311790245,1.6250096810721268,0.2783552605172606,0.07416755703549086,1.5422423707021724,0.0480907271414952,0.3555152474354009,1.5514093498770796,0.22915631355681138,0.636862937835311,1.5605763290519865,0.40809470576949625,0.9182106282352209,1.569743308226894,0.5849431709139676,1.199558318635131,1.5789102874018006,0.7597381106491378,1.4809060090350412,1.5880772665767078,0.9325150861376619
48.0,0.4468372678061334,1.6649345168146634,0.2683812866472479,0.07376926221031531,1.568218716775281,0.04704016182258468,0.3589151487352909,1.5876473767110262,0.22606729554696228,0.6440610352602666,1.6070760366467713,0.40076575132320796,0.9292069217852422,1.6265046965825165,0.5712906478152928,1.2143528083102177,1.6459333565182617,0.7377897795807533,1.4994986948351936,1.6653620164540068,0.9004040442978399
49.0,0.44111844783559895,1.7051764303386416,0.2586937281017862,0.07329084553701155,1.5937306336898371,0.045986971692529445,0.361765395204217,1.6236988098251894,0.22280326438322967,0.6502399448714224,1.653666985960542,0.3932109369007732,0.938714494538628,1.6836351620958943,0.5575522035130566,1.2271890442058335,1.7136033382312463,0.716145339371548,1.515663593873039,1.743571514366599,0.8692867378162266
50.0,0.434340635105423,1.7448762644280984,0.24892345890657336,0.07273269933419703,1.6187683419685597,0.044930888162631036,0.3640508667764669,1.6595300373582553,0.2193698568758575,0.6553690342187368,1.700291732747951,0.38544505133807405,0.9466872016610067,1.7410534281376464,0.5437439117957742,1.2380053691032766,1.7818151235273418,0.6948001241859925,1.5293235365455464,1.8225768189170373,0.8390996311772801
51.0,0.4265703497563426,1.78338093414492,0.23919194244434985,0.0720953101453293,1.6433222164119217,0.04387168226980119,0.3657577914655067,1.695106794992448,0.2157727126963326,0.6594202727856842,1.7468913735729743,0.3774821278308509,0.9530827541058615,1.7986759521535005,0.529880189349707,1.2467452354260389,1.8504605307340272,0.6737486235015718,1.5404077167462162,1.9022451093145534,0.8097840331950071
52.0,0.41933208796066235,1.8207937894923358,0.23030180044582552,0.07137925820486103,1.667382791464905,0.042809160901888445,0.36687378578449814,1.7303942379566197,0.21201745691070403,0.6623683133641352,1.7934056844483341,0.3693354599619689,0.957862840943772,1.8564171309400488,0.5159739290160135,1.2533573685234092,1.9194285774317634,0.6529846347293777,1.548851896103046,1.982440023923478,0.7812856265067172
53.0,0.4118550066164317,1.8573721440462292,0.22174070389535291,0.07058521679111661,1.690940766520191,0.04174316344408376,0.36738789150584067,1.7653570150245355,0.20810968454487638,0.6641905662205647,1.8397732635288797,0.36101762069668136,0.9609932409352887,1.9141895120332242,0.502036624322811,1.257795915650013,1.9886057605375687,0.6325013939967669,1.5545985903647368,2.0630220090419127,0.7535540501027943
54.0,0.40340616365368537,1.8934052542660877,0.2130585424038298,0.06971395146666028,1.7139870111532112,0.04067355879188085,0.3672906086575536,1.799959344315026,0.20405494702844298,0.6648672658484468,1.8859316774768407,0.3525404837241838,0.9624439230393401,1.9719040106386554,0.48807848548754973,1.2600205802302336,2.0578763438004697,0.6122916879948372,1.5575972374211269,2.143848676962285,0.7265425280053609
55.0,0.3943308340766165,1.9301255363190908,0.20430320549441466,0.06876631920706286,1.7365125702845423,0.03960024268398755,0.36657392466447675,1.8341650906955935,0.19985874037405013,0.6643815301218906,1.9318176111066443,0.3439152466061735,0.9621891355793044,2.0294701315176953,0.4741085471702666,1.2599967410367183,2.1271226519287465,0.5923479494208899,1.5578043464941322,2.2247751723397977,0.7002075382097096
56.0,0.3863078680394543,1.9645249638638436,0.19664187279130366,0.06774326741911012,1.758508669265177,0.038523135315231515,0.3652313395526982,1.8679378445865207,0.195526494958693,0.6627194116862863,1.9773670199078641,0.3351524552670884,0.9602074838198744,2.0867961952292076,0.46013476831857464,1.2576955559534624,2.1962253705505512,0.5726623382181322,1.5551836280870506,2.3056545458718953,0.6745085168424265
57.0,0.3770521164153198,1.9986135093384279,0.18865684368366445,0.0666458328496293,1.7799667188802353,0.037442179195100754,0.3632578871462551,1.9012410019585086,0.19106356678193637,0.6598699414428809,2.0225152850367816,0.3262620294268285,0.9564819957395067,2.143789568115055,0.44616412448564224,1.2530940500361325,2.265063851193328,0.5532268105271961,1.5497061043327582,2.386338134271601,0.6494075931975106
58.0,0.36720327838101074,2.030643730266881,0.1808309714342409,0.06547514038624483,1.80087832026677,0.03635733722228706,0.3606501521960052,1.9340378453134588,0.18647523008400743,0.6558251640057655,2.0671973703601476,0.3172532886356698,0.9510001758155258,2.2003568954068364,0.43220269302707365,1.2461751876252862,2.3335164204535253,0.5340331770123514,1.5413501994350465,2.466675945500214,0.6248693519093276
59.0,0.35777930432055144,2.0622055357201794,0.1734935233774382,0.06423240175150415,1.8212352697413485,0.035268590949606646,0.3574062833915705,1.9662916254351253,0.18176667121413348,0.6505801650316368,2.111347981128902,0.308134978623364,0.9437540466717032,2.2564043368226785,0.4182557315949127,1.2369279283117696,2.401460692516455,0.5150731520055034,1.5301018099518358,2.546517048210232,0.6008606190275604
60.0,0.34863484355116303,2.093300941354902,0.16654788457005468,0.06291891409194543,1.8410295635331881,0.03417593901707662,0.353526002218404,1.997965643694085,0.17694298364648633,0.6441330903448627,2.154901723854982,0.2989152977206541,0.9347401784713212,2.311837804015879,0.4043277503497823,1.22534726659778,2.4687738841767755,0.49633839471952207,1.5159543547242385,2.625709964337673,0.5773502691896258
61.0,0.3380414430610659,2.1233892179713796,0.15919900138893062,0.06153605846380601,1.8602534024186717,0.033079395733827344,0.3490106076332803,2.0290233346897684,0.1720091640477082,0.6364851568027545,2.1977932669608644,0.2896019231521689,0.9239597059722289,2.366563199231961,0.3904225783076863,1.211434255141703,2.535333131503057,0.4778205436157068,1.4989088043111773,2.7041030637741534,0.554309051452769
62.0,0.3282233536790671,2.1526567833601398,0.15247361131426368,0.0600852982171966,1.8788991962531623,0.0319789897920105,0.34386297654284154,2.05942834901117,0.16697010930627745,0.6276406548684865,2.2399575017691777,0.2802020370354167,0.9114183331941313,2.4204866545271853,0.37654342422811937,1.1951960115197764,2.601015807285193,0.4595112448652362,1.4789736898454213,2.781544960043201,0.5317094316614788
63.0,0.3173404143497835,2.1801115053886937,0.1455615520423597,0.058568177280689235,1.8969595683961045,0.030874763097986917,0.33808756008119994,2.089144635897355,0.16183061443995259,0.6176069428817106,2.2813297033986055,0.2707223519518604,0.8971263256822212,2.473514770899856,0.36269293243632006,1.176645708482732,2.6656998384011072,0.44140217571851104,1.4561650912832425,2.857884905902358,0.5095254494944289
64.0,0.30745290052363045,2.2072118431460277,0.1392946950145961,0.05698631834838873,1.9144273600254962,0.029766769707903564,0.3316903756939853,2.118136525578925,0.15659537130323944,0.6063944330395818,2.321845691132354,0.26116913598329866,0.8810984903851783,2.525554856685783,0.34887323395597114,1.155802547730775,2.729264022239212,0.4234850634870063,1.4305066050763715,2.932973187792641,0.48773258856586155
65.0,0.2966060463218983,2.2336706155861523,0.13278862346678807,0.05534142097167534,1.9312956343378904,0.02865507485634023,0.32467899504759473,2.1463688110822954,0.15126896802226503,0.5940165691235141,2.3614419878267,0.2515482371304001,0.8633541431994333,2.5765151645711053,0.33508599331032846,1.1326917172753528,2.79158834131551,0.4057517007473897,1.402029291351272,3.0066615180599148,0.46630765815499864
66.0,0.2861919690240511,2.2582943319361353,0.12672925976778504,0.053635259557922914,1.9475576806301942,0.027539754068063093,0.31706252779371996,2.173806829279884,0.14585588908962677,0.580489796029517,2.400055977929574,0.24186510705066172,0.8439170642653139,2.6263051265792634,0.321332451330401,1.1073443325011112,2.852554275228954,0.3881939572954252,1.370771600736908,3.0788034238786435,0.4452286853085361
67.0,0.2746731435708496,2.2821318439811034,0.12035813982232131,0.0518696812786094,1.9632070182596166,0.026420892344095163,0.30885160123047056,2.200416540971163,0.14036051605672697,0.5658335211823318,2.437626063682709,0.23212482407063023,0.8228154411341928,2.6748355863942552,0.307613464288984,1.079797361086054,2.9120451091058017,0.37080378930586905,1.336779281037915,3.1492546318173478,0.42447481620960476
68.0,0.2637147832614275,2.3047618967208527,0.11442170388040218,0.05004660388934722,1.9782374004782313,0.02529858341433068,0.3000583359125388,2.226164609781955,0.13478712876579618,0.5500700679357303,2.4740918190856798,0.22233211544226886,0.8000817999589216,2.722019028389404,0.293929539659509,1.0500935319821134,2.9699462376931285,0.3535732460927513,1.3001052640053048,3.217873446996853,0.40402622583515674
